report_month,serial_no,project_code,state,approval_date,start_date,target_doc,revised_doc,physical_progress
2026-02,1473,N24001786,Uttar Pradesh,2023-03,2024-11,2026-11,2024-03,36.0
2026-02,1030,N24001789,Gujarat,2022-09,2023-12,2025-12,2020-09,97.0
2026-02,1040,N24001790,Gujarat,2020-05,2021-07,2023-07,2024-05,4.0
2026-02,932,N24001792,Bihar,2014-01,2016-10,2019-10,2022-06,29.73
2026-02,1055,N24001793,Gujarat,2020-08,2021-03,2022-09,2021-12,8.0
2026-02,1041,N24001794,Gujarat,2020-05,2021-12,2023-12,2024-10,6.55
2026-02,959,N24001795,Bihar,2023-03,2025-10,2027-10,2023-03,4.0
2026-02,1509,N24001796,Madhya Pradesh,2022-02,2023-01,2025-01,2025-09,51.985
2026-02,1361,N24001798,Maharashtra,2017-11,2019-02,2022-02,2025-08,42.3
2026-02,1374,N24001799,Maharashtra,2021-02,2022-01,2024-07,2025-03,81.0
2026-02,1477,N24001804,Uttar Pradesh,2021-02,2022-03,2024-03,2025-12,10.0
2026-02,1086,N24001808,Himachal Pradesh,2022-02,2022-06,2024-06,2022-03,3.0
2026-02,1002,N24001809,Chhattisgarh,2022-06,2023-06,2025-05,2020-04,38.2
2026-02,1080,N24001810,Himachal Pradesh,2020-08,2022-10,2025-04,2020-08,72.0
2026-02,1092,N24001812,Himachal Pradesh,2022-03,2023-04,2025-04,2021-03,2.0
2026-02,1654,N24001818,Tamil Nadu,2021-02,2022-07,2024-07,2018-08,67.0
2026-02,1451,N24001819,Andhra Pradesh,2026-12,2021-12,2023-11,2025-05,4.0
2026-02,1453,N24001820,Andhra Pradesh,2021-12,2023-11,2025-05,2025-07,61.38
2026-02,815,N24001821,Andhra Pradesh,2020-08,2022-10,2024-10,2020-08,16.0
2026-02,838,N24001823,Andhra Pradesh,2023-02,2024-02,2026-02,2023-02,16.0
2026-02,823,N24001824,Andhra Pradesh,2024-07,2025-03,2027-03,2025-03,1.0
2026-02,1786,N24001826,Uttar Pradesh,2023-05,2025-12,2028-05,2020-04,93.0
2026-02,1046,N24001827,Gujarat,2023-01,2023-12,2025-12,2020-02,8.0
2026-02,1802,N24001830,Uttar Pradesh,2024-08,2025-07,2028-01,2024-08,45.5
2026-02,900,N24001831,Assam,2023-01,2023-05,2025-05,2023-03,2.0
2026-02,1372,N24001834,Maharashtra,2022-08,2023-11,2025-10,2016-06,4.0
2026-02,1373,N24001835,Maharashtra,2018-03,2019-03,2021-03,2024-06,62.9
2026-02,850,N24001836,Andhra Pradesh,2022-10,2023-08,2025-08,2023-03,10.0
2026-02,2,N24001837,Andhra Pradesh,2022-08,2023-09,2025-09,2022-10,4.0
2026-02,1,N24001838,Andhra Pradesh,2025-05,2019-09,2019-10,2023-04,93.0
2026-02,869,N24001840,Arunachal Pradesh,2024-01,2025-01,2027-07,2017-02,24.0
2026-02,824,N24001841,Andhra Pradesh,2025-03,2025-10,2027-10,2018-10,6.0
2026-02,829,N24001842,Andhra Pradesh,2021-02,2022-02,2024-02,2020-03,9.0
2026-02,828,N24001843,Andhra Pradesh,2017-11,2018-03,2019-06,2022-04,2.0
2026-02,827,N24001844,Andhra Pradesh,2018-01,2019-01,2021-07,2021-11,3.0
2026-02,826,N24001845,Andhra Pradesh,2020-01,2021-07,2024-01,2018-01,4.0
2026-02,825,N24001846,Andhra Pradesh,2018-10,2020-01,2021-07,2022-04,5.0
2026-02,832,N24001847,Andhra Pradesh,2026-02,2023-01,2024-02,2026-02,11.0
2026-02,831,N24001848,Andhra Pradesh,2022-02,2024-02,2026-02,2023-01,7.0
2026-02,836,N24001849,Andhra Pradesh,2023-02,2025-02,2027-02,2023-02,71.0
2026-02,1872,N24001850,Uttarakhand,2021-11,2022-10,2024-10,2026-04,61.1
2026-02,1815,N24001851,Uttar Pradesh,2025-02,2025-09,2027-09,2021-02,1.0
2026-02,1792,N24001852,Uttar Pradesh,2021-09,2022-03,2024-03,2025-12,7.772
2026-02,1793,N24001853,Uttar Pradesh,2017-12,2019-02,2022-02,2025-06,3.0
2026-02,1139,N24001854,Jharkhand,2023-03,2025-11,2027-05,2022-05,1.0
2026-02,839,N24001856,Andhra Pradesh,2024-03,2026-03,2023-02,2024-02,18.0
2026-02,1548,N24001858,Odisha,2023-03,2025-04,2027-10,2022-03,23.0
2026-02,1552,N24001859,Odisha,2022-01,2025-06,2027-06,2022-03,34.0
2026-02,1551,N24001861,Odisha,2021-12,2023-05,2025-05,2022-01,4.0
2026-02,1545,N24001862,Nagaland,2021-03,2023-09,2025-09,2018-03,22.0
2026-02,1546,N24001865,Nagaland,2018-03,2023-08,2025-08,2018-03,23.0
2026-02,1611,N24001866,Rajasthan,2021-10,2023-06,2025-06,2020-12,93.52
2026-02,1619,N24001867,Rajasthan,2021-12,2022-05,2024-05,2025-06,2.0
2026-02,934,N24001870,Bihar,2023-03,2024-07,2026-07,2022-02,23.945
2026-02,925,N24001875,Assam,2014-10,2024-10,2025-10,2023-02,82.0
2026-02,924,N24001876,Assam,2030-01,2017-12,2018-05,2023-06,70.15
2026-02,942,N24001877,Bihar,2022-09,2026-01,2028-01,2022-02,6.0
2026-02,937,N24001878,Bihar,2022-02,2025-01,2026-07,2016-02,14.359
2026-02,923,N24001879,Assam,2024-08,2026-01,2030-01,2017-12,80.0
2026-02,1296,N24001882,Madhya Pradesh,2023-03,2026-01,2028-01,2026-01,61.0
2026-02,1295,N24001883,Madhya Pradesh,2024-02,2025-08,2027-08,2023-03,61.0
2026-02,1337,N24001884,Maharashtra,2022-03,2023-01,2024-07,2024-03,44.4
2026-02,1100,N24001897,Ladakh,2023-03,2024-08,2026-07,2021-11,31.0
2026-02,1106,N24001898,Jammu and Kashmir,2020-03,2021-09,2023-09,2020-03,1.0
2026-02,1105,N24001899,Jammu and Kashmir,2021-09,2024-07,2026-07,2022-10,21.0
2026-02,1103,N24001901,Jammu and Kashmir,2024-03,2024-11,2027-05,2021-03,78.0
2026-02,1309,N24001902,Maharashtra,2024-03,2025-05,2027-05,2024-03,49.713
2026-02,1316,N24001903,Maharashtra,2023-02,2024-02,2025-08,2024-03,0.0
2026-02,1305,N24001904,Maharashtra,2023-02,2024-03,2026-08,2017-07,4.0
2026-02,1377,N24001907,Maharashtra,2022-02,2023-05,2025-05,2026-05,48.0
2026-02,1321,N24001908,Maharashtra,2022-03,2023-04,2025-04,2025-04,12.44
2026-02,1537,N24001912,Nagaland,2020-03,2024-01,2026-01,2016-03,19.433
2026-02,1736,N24001914,Tripura,2024-01,2024-09,2026-09,2024-01,8.0
2026-02,1073,N24001915,Himachal Pradesh,2023-02,2023-10,2025-10,2019-01,56.7
2026-02,1074,N24001916,Himachal Pradesh,2020-05,2021-11,2023-11,2025-12,3.0
2026-02,993,N24001917,Chhattisgarh,2022-03,2025-05,2026-10,2022-03,0.0
2026-02,994,N24001919,Chhattisgarh,2022-03,2024-07,2026-01,2022-03,44.5
2026-02,1282,N24001921,Madhya Pradesh,2022-08,2024-03,2026-03,2022-09,69.0
2026-02,1132,N24001922,Jammu and Kashmir,2022-11,2023-06,2025-06,2026-03,0.0
2026-02,1130,N24001923,Jammu and Kashmir,2022-11,2023-12,2026-06,2017-12,87.0
2026-02,1133,N24001925,Jammu and Kashmir,2022-06,2022-12,2024-06,2025-05,93.05
2026-02,1126,N24001926,,2021-07,2022-02,2024-06,2025-05,74.1
2026-02,1617,N24001927,Rajasthan,2021-12,2022-09,2024-09,2026-01,2.0
2026-02,1620,N24001928,Rajasthan,2022-03,2024-10,2026-10,2023-02,30.05
2026-02,791,N24001934,Andhra Pradesh,2020-03,2021-11,2023-11,2024-02,0.0
2026-02,1155,N24001937,Jharkhand,2018-03,2021-12,2023-07,2026-02,22.0
2026-02,1153,N24001938,Jharkhand,2023-03,2024-10,2026-10,2024-02,23.0
2026-02,1164,N24001940,Karnataka,2022-03,2023-02,2025-02,2023-03,13.0
2026-02,1163,N24001941,Karnataka,2022-03,2023-02,2025-02,2023-03,22.0
2026-02,801,N24001942,Andhra Pradesh,2022-03,2024-10,2026-04,2018-03,24.0
2026-02,1167,N24001944,Karnataka,2023-02,2025-06,2027-06,2022-01,23.0
2026-02,1169,N24001948,Karnataka,2021-01,2021-12,2025-12,2023-03,19.0
2026-02,800,N24001951,Andhra Pradesh,2024-10,2025-04,2027-04,2022-03,67.404
2026-02,781,N24001953,Andhra Pradesh,2010-03,2010-03,2026-12,2030-12,23.0
2026-02,812,N24001956,Andhra Pradesh,2016-03,2016-09,2018-09,2023-10,91.0
2026-02,811,N24001957,Andhra Pradesh,2017-01,2018-07,2025-06,2016-03,86.0
2026-02,810,N24001958,Andhra Pradesh,2016-02,2016-05,2018-05,2020-07,2.0
2026-02,1582,N24001960,Odisha,2022-08,2023-03,2024-11,2026-10,11.0
2026-02,1581,N24001961,Odisha,2018-01,2019-02,2021-08,2018-01,21.0
2026-02,1248,N24001962,Madhya Pradesh,2022-03,2023-02,2025-02,2025-07,2.0
2026-02,1250,N24001963,Madhya Pradesh,2023-03,2024-11,2026-11,2022-03,31.95
2026-02,1242,N24001964,Madhya Pradesh,2021-03,2021-07,2023-01,2026-12,22.615
2026-02,1243,N24001965,Madhya Pradesh,2015-03,2015-08,2017-07,2023-07,64.0
2026-02,1263,N24001967,Madhya Pradesh,2024-03,2025-09,2022-03,2024-01,89.9
2026-02,1500,N24001968,Maharashtra,2025-02,2026-02,2028-01,2017-12,1.0
2026-02,898,N24001970,Assam,2024-01,2025-01,2028-01,2023-01,7.0
2026-02,897,N24001971,Assam,2019-11,2022-11,2024-08,2024-01,9.0
2026-02,1410,N24001974,Manipur,2021-07,2021-09,2023-03,2025-12,4.0
2026-02,1534,N24001976,Nagaland,2020-03,2023-11,2025-11,2020-03,2.0
2026-02,1536,N24001977,Nagaland,2020-03,2024-01,2026-01,2016-03,17.384
2026-02,1535,N24001978,Nagaland,2020-03,2024-01,2026-01,2016-03,2.0
2026-02,843,N24001979,Andhra Pradesh,2022-03,2023-10,2025-11,2022-02,1.0
2026-02,844,N24001980,Andhra Pradesh,2023-10,2025-11,2022-02,2023-01,2.0
2026-02,855,N24001981,Andhra Pradesh,2024-03,2024-07,2021-02,2022-10,35.015
2026-02,845,N24001983,Andhra Pradesh,2023-01,2025-01,2025-06,2022-09,2.0
2026-02,846,N24001984,Andhra Pradesh,2022-09,2023-08,2025-08,2018-03,6.0
2026-02,814,N24001985,Andhra Pradesh,2020-04,2023-11,2025-11,2020-08,86.0
2026-02,837,N24001986,Andhra Pradesh,2023-02,2025-02,2027-02,2023-02,71.0
2026-02,1454,N24001988,Andhra Pradesh,2022-09,2020-12,2022-10,2024-10,54.4
2026-02,1188,N24001989,Karnataka,2024-02,2025-03,2027-02,2024-02,69.0
2026-02,1176,N24001994,Maharashtra,2023-01,2024-03,2025-09,2023-02,4.0
2026-02,1746,N24001997,Uttar Pradesh,2022-12,2024-11,2026-11,2021-03,91.0
2026-02,1098,N24001998,Ladakh,2023-09,2024-11,2026-11,2023-03,0.0
2026-02,1097,N24001999,Ladakh,2024-03,2026-01,2028-01,2023-09,23.0
2026-02,1711,N24002001,Telangana,2022-10,2024-07,2026-07,2022-10,44.0
2026-02,1708,N24002003,Telangana,2022-10,2025-02,2027-01,2022-01,22.0
2026-02,1709,N24002005,Telangana,2022-01,2022-12,2024-12,2025-06,22.0
2026-02,1697,N24002007,Telangana,2016-10,2017-02,2019-02,2023-07,60.0
2026-02,1710,N24002008,Telangana,2017-03,2017-11,2019-10,2019-10,22.0
2026-02,1699,N24002009,Telangana,2018-03,2018-06,2019-12,2017-06,32.97
2026-02,1698,N24002010,Telangana,2018-05,2021-06,2023-06,2024-04,75.0
2026-02,1165,N24002011,Karnataka,2023-03,2024-09,2026-04,2022-03,23.0
2026-02,1156,N24002012,Jharkhand,2023-12,2025-12,2024-11,2026-01,72.0
2026-02,1023,N24002014,Gujarat,2024-03,2025-09,2026-08,2022-03,26.0
2026-02,1754,N24002015,Uttar Pradesh,2022-12,2025-02,2027-02,2023-05,29.0
2026-02,1744,N24002016,Uttar Pradesh,2023-02,2024-03,2025-09,2022-01,66.0
2026-02,1001,N24002017,Chhattisgarh,2022-06,2023-07,2025-07,2022-06,21.0
2026-02,1241,N24002019,Madhya Pradesh,2021-03,2021-07,2023-01,2025-02,13.1
2026-02,1249,N24002020,Madhya Pradesh,2026-05,2023-03,2024-11,2026-11,2.0
2026-02,8,N24002021,Assam,2024-03,2025-04,2026-10,2023-03,7.0
2026-02,875,N24002022,Assam,2022-03,2023-04,2025-04,2024-03,8.0
2026-02,874,N24002023,Assam,2022-03,2023-04,2025-04,2024-03,9.0
2026-02,788,N24002025,Andhra Pradesh,2015-03,2024-05,2026-02,2021-12,69.0
2026-02,1446,N24002027,Mizoram,2019-09,2019-12,2023-06,2025-03,75.0
2026-02,913,N24002030,Assam,2016-01,2024-10,2025-09,2024-01,93.0
2026-02,1750,N24002031,Uttar Pradesh,2022-10,2024-01,2025-06,2022-01,53.54
2026-02,856,N24002033,Andhra Pradesh,2023-02,2024-02,2026-02,2026-06,46.0
2026-02,1051,N24002035,Gujarat,2022-03,2023-01,2025-06,2018-02,4.0
2026-02,1803,N24002036,Uttar Pradesh,2024-08,2025-03,2027-09,2022-10,58.0
2026-02,1486,N24002040,Rajasthan,2022-10,2023-06,2025-06,2023-02,73.0
2026-02,1065,N24002042,Haryana,2020-12,2022-01,2024-01,2024-10,32.337
2026-02,1064,N24002043,Haryana,2020-12,2021-12,2023-12,2025-02,4.0
2026-02,1480,N24002044,Uttar Pradesh,2018-01,2018-11,2020-11,2024-02,1.0
2026-02,995,N24002045,Chhattisgarh,2022-03,2025-05,2027-05,2022-03,92.23
2026-02,996,N24002046,Chhattisgarh,2027-05,2022-03,2024-07,2026-01,70.2
2026-02,1487,N24002048,Rajasthan,2022-03,2023-10,2025-10,2026-06,4.0
2026-02,1089,N24002049,Himachal Pradesh,2022-06,2024-11,2026-11,2022-07,5.0
2026-02,1081,N24002050,Himachal Pradesh,2020-08,2022-10,2025-04,2020-08,2.0
2026-02,1087,N24002051,Himachal Pradesh,2022-03,2023-09,2025-09,2022-06,58.45
2026-02,1085,N24002052,Himachal Pradesh,2017-06,2018-03,2021-09,2026-06,88.0
2026-02,1490,N24002053,Jharkhand,2022-08,2022-12,2024-06,2024-03,92.0
2026-02,1144,N24002054,Jharkhand,2020-03,2022-04,2024-03,2024-10,75.0
2026-02,1150,N24002055,Jharkhand,2025-01,2025-12,2027-12,2020-09,49.0
2026-02,1140,N24002056,Jharkhand,2022-05,2024-01,2026-01,2025-01,10.021
2026-02,1148,N24002057,Jharkhand,2022-02,2023-06,2025-06,2026-01,80.0
2026-02,1484,N24002058,Rajasthan,2021-01,2022-05,2024-05,2025-06,69.11
2026-02,1124,N24002059,,2021-07,2022-08,2025-08,2026-06,57.568
2026-02,1118,N24002060,Delhi,2021-03,2021-07,2022-12,2024-10,42.1
2026-02,1116,N24002061,Jammu and Kashmir,2021-03,2021-08,2023-08,2026-03,44.0
2026-02,953,N24002062,Bihar,2022-04,2023-12,2025-12,2021-01,55.002
2026-02,945,N24002063,Bihar,2018-09,2021-06,2024-06,2026-03,27.0
2026-02,947,N24002064,Bihar,2024-01,2024-05,2027-11,2023-03,49.0
2026-02,954,N24002065,Bihar,2022-04,2023-12,2025-12,2021-01,55.002
2026-02,955,N24002066,Bihar,2021-01,2022-01,2024-01,2024-05,4.0
2026-02,1280,N24002067,Madhya Pradesh,2024-10,2025-11,2027-11,2022-11,41.4
2026-02,1276,N24002068,Madhya Pradesh,2022-04,2024-04,2025-12,2022-08,85.0
2026-02,1259,N24002070,Madhya Pradesh,2023-03,2024-12,2026-06,2023-03,82.66
2026-02,1358,N24002071,Maharashtra,2021-09,2023-01,2025-07,2025-01,3.0
2026-02,1231,N24002074,Kerala,2021-02,2022-01,2024-07,2025-03,52.0
2026-02,1592,N24002075,Haryana,2021-03,2022-11,2024-11,2021-03,1.0
2026-02,1594,N24002076,Haryana,2021-12,2023-04,2026-04,2024-11,1.0
2026-02,1266,N24002077,Madhya Pradesh,2022-03,2023-01,2025-01,2021-01,44.0
2026-02,1566,N24002079,Odisha,2027-11,2021-09,2022-05,2024-05,2.0
2026-02,1567,N24002080,Odisha,2021-08,2022-06,2024-05,2025-06,1.0
2026-02,1569,N24002081,Odisha,2023-09,2024-06,2027-01,2020-09,23.0
2026-02,1714,N24002082,Telangana,2022-03,2023-03,2025-03,2022-01,0.0
2026-02,1716,N24002083,Telangana,2022-01,2022-12,2024-12,2025-01,72.35
2026-02,1656,N24002084,Tamil Nadu,2024-03,2025-03,2028-03,2006-07,71.6
2026-02,1821,N24002086,Uttar Pradesh,2021-12,2023-01,2025-01,2024-12,78.15
2026-02,1822,N24002087,Uttar Pradesh,2024-12,2025-11,2027-11,2023-03,17.27
2026-02,1823,N24002089,Uttar Pradesh,2023-03,2025-05,2027-05,2023-03,82.0
2026-02,1825,N24002090,Uttar Pradesh,2024-12,2025-12,2028-06,2022-10,39.56
2026-02,1595,N24002091,Haryana,2024-11,2025-07,2027-07,2021-03,43.32
2026-02,1520,N24002093,Uttar Pradesh,2024-03,2025-04,2026-03,2022-04,50.7
2026-02,1812,N24002094,Uttar Pradesh,0-2022,2024-10,2025-03,2023-02,2.0
2026-02,1807,N24002095,Uttar Pradesh,2024-03,2025-03,2027-03,2018-03,31.0
2026-02,1795,N24002096,Uttar Pradesh,2023-01,2023-12,2026-06,2023-09,0.0
2026-02,1794,N24002097,Uttar Pradesh,2023-02,2024-12,2027-06,2023-01,28.0
2026-02,1482,N24002098,Maharashtra,2022-01,2022-11,2024-05,2026-03,84.4
2026-02,1605,N24002100,Punjab,2021-03,2022-10,2024-10,2025-06,54.0
2026-02,1604,N24002101,Punjab,2021-07,2023-02,2025-02,2022-11,69.1
2026-02,1589,N24002102,Punjab,2020-12,2022-07,2024-07,2025-09,44.0
2026-02,1788,N24002104,Uttar Pradesh,2025-12,2020-04,2022-11,2024-11,68.65
2026-02,1832,N24002105,Uttar Pradesh,2021-12,2023-05,2024-11,2026-03,43.2
2026-02,1831,N24002106,Uttar Pradesh,2015-04,2017-04,2019-10,2024-12,50.86
2026-02,1660,N24002109,Tamil Nadu,2021-02,2023-01,2025-01,2025-11,1.0
2026-02,1661,N24002110,Tamil Nadu,2007-07,2024-10,2022-03,2023-02,18.0
2026-02,1677,N24002111,Tamil Nadu,2011-06,2013-12,2006-08,2009-02,53.0
2026-02,1653,N24002113,Tamil Nadu,2023-05,2024-02,2025-08,2021-02,96.04
2026-02,1657,N24002114,Tamil Nadu,2006-07,2009-01,2018-12,2020-03,12.9
2026-02,1751,N24002115,Uttar Pradesh,2022-10,2024-01,2025-06,2022-01,50.0
2026-02,1758,N24002116,Uttar Pradesh,2021-03,2022-11,2024-05,2021-11,84.0
2026-02,1014,N24002118,Gujarat,2020-07,2021-10,2023-10,2025-02,47.0
2026-02,1102,N24002119,Jammu and Kashmir,2022-06,2023-08,2025-08,2024-03,79.0
2026-02,1738,N24002120,Uttar Pradesh,2024-01,2024-09,2026-09,2024-01,92.0
2026-02,1745,N24002121,Uttar Pradesh,2022-12,2024-11,2026-11,2021-03,52.0
2026-02,851,N24002122,Andhra Pradesh,2023-03,2023-11,2025-11,2024-03,12.0
2026-02,833,N24002123,Andhra Pradesh,2026-02,2022-12,2024-03,2026-03,4.0
2026-02,852,N24002124,Andhra Pradesh,2024-03,2024-12,2026-12,2020-01,14.0
2026-02,854,N24002125,Andhra Pradesh,2024-03,2021-02,2022-03,2024-03,91.927
2026-02,853,N24002126,Andhra Pradesh,2020-01,2021-02,2023-02,2024-03,13.0
2026-02,889,N24002127,Tripura,2024-02,2025-02,2027-02,2024-03,7.0
2026-02,888,N24002128,Tripura,2024-02,2025-08,2027-08,2024-02,1.0
2026-02,920,N24002129,Assam,2020-02,2020-09,2022-04,2024-10,20.0
2026-02,899,N24002130,Assam,2023-01,2023-12,2026-12,2023-01,27.65
2026-02,1409,N24002131,Manipur,2020-04,2025-08,2026-08,2021-07,3.0
2026-02,1330,N24002132,Maharashtra,2021-03,2022-02,2023-09,2024-08,96.0
2026-02,1554,N24002135,Odisha,2022-03,2023-06,2025-06,2021-09,60.0
2026-02,1543,N24002136,Nagaland,2025-01,2021-01,2023-09,2025-09,26.0
2026-02,809,N24002142,Andhra Pradesh,2018-03,2018-08,2020-02,2021-11,2.0
2026-02,782,N24002145,Andhra Pradesh,2018-02,2024-03,2025-09,2018-02,2.0
2026-02,794,N24002147,Andhra Pradesh,2024-10,2025-07,2027-07,2023-03,4.0
2026-02,808,N24002148,Andhra Pradesh,2024-01,2025-04,2026-12,2018-03,3.0
2026-02,1743,N24002150,Uttar Pradesh,2025-11,2023-03,2024-03,2027-03,31.0
2026-02,882,N24002154,Assam,2023-11,2024-12,2027-06,2024-02,4.0
2026-02,1460,N24002155,Arunachal Pradesh,2017-12,2018-03,2020-03,2022-09,1.0
2026-02,1425,N24002156,Meghalaya,2020-07,2023-10,2025-10,2021-09,2.0
2026-02,1424,N24002157,Meghalaya,2020-07,2024-02,2026-08,2026-07,0.0
2026-02,1423,N24002158,Meghalaya,2020-07,2024-04,2026-04,2026-07,44.0
2026-02,1734,N24002159,Tripura,2024-01,2024-12,2026-12,2024-01,2.0
2026-02,1733,N24002160,Tripura,2017-02,2020-07,2023-12,2024-09,2.0
2026-02,1732,N24002161,Telangana,2015-01,2015-02,2017-02,2020-07,1.0
2026-02,1731,N24002162,Telangana,2021-01,2022-09,2024-09,2025-11,2.0
2026-02,1864,N24002163,Uttarakhand,2018-03,2019-01,2021-07,2022-10,74.0
2026-02,1862,N24002164,Uttarakhand,2018-03,2019-01,2021-01,2018-03,2.0
2026-02,1643,N24002165,Tamil Nadu,2020-10,2021-05,2024-05,2025-02,72.0
2026-02,1615,N24002167,Rajasthan,2020-12,2021-10,2023-10,2026-02,0.0
2026-02,1616,N24002168,Rajasthan,2022-03,2023-02,2024-08,2026-01,55.95
2026-02,1314,N24002169,Maharashtra,2024-03,2025-05,2027-05,2024-03,28.0
2026-02,1308,N24002170,Maharashtra,2024-03,2025-05,2027-05,2024-03,20.122
2026-02,1344,N24002173,Maharashtra,2025-03,2026-01,2028-01,2026-01,59.725
2026-02,1297,N24002174,Madhya Pradesh,2020-01,2021-08,2023-08,2025-02,0.0
2026-02,1312,N24002175,Maharashtra,2022-03,2023-11,2025-05,2022-03,37.97
2026-02,1343,N24002177,Maharashtra,2022-03,2023-05,2025-05,2025-03,56.0
2026-02,1346,N24002178,Maharashtra,2024-03,2024-08,2026-02,2018-03,77.0
2026-02,1096,N24002179,Ladakh,2024-03,2026-01,2028-01,2023-09,11.5
2026-02,1101,N24002180,Jammu and Kashmir,2021-11,2023-06,2025-06,2022-06,31.0
2026-02,1012,N24002181,Chhattisgarh,2019-12,2020-12,2022-12,2023-07,4.55
2026-02,1019,N24002182,Gujarat,2022-10,2024-02,2027-01,2024-03,71.0
2026-02,1018,N24002183,Gujarat,2024-01,2024-08,2026-07,2022-10,42.0
2026-02,1095,N24002185,Himachal Pradesh,2018-03,2018-11,2021-05,2024-02,1.0
2026-02,928,N24002193,Bihar,2022-03,2023-07,2025-07,2021-03,16.15
2026-02,943,N24002194,Bihar,2022-02,2023-06,2024-12,2022-11,0.0
2026-02,933,N24002197,Bihar,2023-03,2024-07,2026-07,2022-02,72.348
2026-02,935,N24002198,Bihar,2023-03,2024-07,2026-07,2022-02,2.0
2026-02,1740,N24002199,Uttar Pradesh,2020-02,2024-09,2025-09,2020-02,24.0
2026-02,1776,N24002201,Uttar Pradesh,2020-04,2022-09,2024-03,2024-05,1.0
2026-02,1393,N24002202,Nagaland,2020-09,2025-02,2026-08,2020-03,5.0
2026-02,1445,N24002204,Mizoram,2019-09,2019-10,2023-04,2019-09,3.0
2026-02,1729,N24002205,Telangana,2023-03,2024-07,2027-03,2021-10,4.0
2026-02,1863,N24002206,Uttarakhand,2018-03,2019-01,2021-07,2022-10,1.0
2026-02,1739,N24002211,Uttar Pradesh,2024-01,2024-07,2026-07,2020-02,11.3
2026-02,1779,N24002213,Uttar Pradesh,2023-03,2025-03,2027-03,2022-01,1.0
2026-02,1748,N24002214,Uttar Pradesh,2019-12,2020-10,2022-04,2022-07,69.28
2026-02,861,N24002222,Arunachal Pradesh,2022-08,2023-12,2025-12,2022-10,17.387
2026-02,862,N24002223,Arunachal Pradesh,2022-10,2023-07,2025-01,2019-03,53.04
2026-02,864,N24002224,Arunachal Pradesh,2020-06,2021-12,2024-12,2024-02,3.0
2026-02,880,N24002225,Assam,2023-03,2023-12,2026-06,2023-03,14.66
2026-02,894,N24002226,Assam,2023-02,2024-01,2026-07,2021-11,4.0
2026-02,1392,N24002227,Nagaland,2020-09,2020-10,2022-04,2025-07,6.0
2026-02,1730,N24002228,Telangana,2021-01,2022-01,2024-05,2025-05,3.0
2026-02,879,N24002229,Assam,2025-03,2025-12,2027-12,2023-03,1.0
2026-02,885,N24002230,Tripura,2023-03,2024-08,2027-02,2024-02,5.0
2026-02,884,N24002231,Tripura,2020-03,2020-06,2022-12,2024-06,6.0
2026-02,1417,N24002233,Meghalaya,2021-02,2021-06,2022-12,2025-04,5.0
2026-02,1775,N24002234,Uttar Pradesh,2022-08,2024-02,2025-02,2018-07,57.235
2026-02,1772,N24002235,Uttar Pradesh,2023-05,2025-10,2027-10,2020-04,15.0
2026-02,870,N24002237,Arunachal Pradesh,2017-02,2020-10,2022-04,2023-07,23.0
2026-02,871,N24002238,Arunachal Pradesh,2017-02,2020-10,2022-04,2023-09,24.0
2026-02,1415,N24002239,Meghalaya,2024-03,2026-03,2021-09,2023-07,1.0
2026-02,1755,N24002240,Uttar Pradesh,2023-05,2025-11,2027-11,2021-12,84.0
2026-02,1756,N24002241,Uttar Pradesh,2021-12,2024-02,2026-02,2023-03,2.0
2026-02,1394,N24002242,Nagaland,2020-03,2020-07,2022-06,2025-12,7.0
2026-02,886,N24002243,Tripura,2023-03,2024-08,2027-02,2024-02,1.0
2026-02,1400,N24002244,Manipur,2023-01,2023-12,2025-12,2021-12,2.0
2026-02,1771,N24002245,Uttar Pradesh,2022-03,2023-11,2025-11,2023-05,2.0
2026-02,498,N25000072,Uttar Pradesh,2018-05,2023-03,2025-09,2026-08,77.0
2026-02,1894,N26000114,Arunachal Pradesh,2022-04,2024-05,2025-05,2026-03,4.0
2026-02,1898,N26000116,Himachal Pradesh,2020-12,2021-10,2023-04,2026-03,1.0
2026-02,1899,N26000117,Madhya Pradesh,2021-03,2022-03,2026-06,2020-03,14.0
2026-02,269,N28000058,Uttarakhand,2016-02,2016-06,2022-07,2019-11,2.0
2026-02,281,N28000086,Maharashtra,2023-10,2023-10,2027-01,2024-09,97.0
2026-02,1886,N28000115,West Bengal,2024-03,2024-07,2026-01,2018-08,4.0
2026-02,267,N28000122,Uttarakhand,2021-07,2021-11,2023-05,2016-07,99.0
2026-02,272,N28000124,Madhya Pradesh,2024-03,2024-03,2029-03,2026-01,55.0
2026-02,273,N28000125,Madhya Pradesh,2026-01,2026-01,2028-12,2019-07,1.0
2026-02,336,N28000126,Himachal Pradesh,2023-03,2024-03,2026-03,2026-03,72.0
2026-02,330,N28000130,Himachal Pradesh,2022-07,2022-08,2024-07,2026-01,1.0
2026-02,284,N28000134,Uttar Pradesh,2024-09,2024-09,2029-03,2024-09,96.0
2026-02,264,N28000135,Uttarakhand,2024-03,2024-11,2027-09,2021-07,78.0
2026-02,266,N28000137,Uttarakhand,2021-07,2021-11,2023-05,2016-07,100.0
2026-02,265,N28000138,Uttarakhand,2024-11,2027-09,2021-07,2021-11,77.0
2026-02,331,N28000140,Himachal Pradesh,2009-09,2022-11,2025-09,2026-01,83.0
